text,language
"मानिसहको अहङ्कारी हेराइलाई तल झारिनेछ र मानिसहरूको घमण्डलाई तल पारिनेछ, अनि त् यो दिन परमप्रभुलाई मात्र उचालिनेछ ।",Nepali
शिनाख्तस मंज़ मुश्किलन ति दसतियाब मोरदम शुमारी किस एदादोशुमार केन मुखतलिफ हालातन ति कमियन केन पेश नज़र दुनियाह केन मकायमी लुकन हिंज़ कुल आबादी खात्रि सही अंदाज़ि मरतब करुन छु वारियाह मुश्किल।,Kashmiri
वरयह ममालिक चीन GMO कल्टिवेशनइच इजाज़त दीवान मगर तहक़ीक़ तहत GMOs इस्तिमाल करनक इजाज़त दीवान,Kashmiri
"1974 मंज़,स्वानसन आस गुडनुक टेलुराइड फिल्म फेस्टीवल किस एज़ाज़ी शख्सन मंज़ अख.",Kashmiri
"नतीजतन, डानचि यिम्न हियुवुय अन्दरूनी निज़ाम छु तिम्न हेकि मुनसलक़ आरगनइज़म्न म्न्ज़ मुखतलिफ़ कारकरदगी आसिथ।",Kashmiri
"864 मंज़ किंग यौम वेस्ट फ्राँसिए आस ,चार्ल्स युस बाल्ड, युमो मन उस कोरमुठ कंस्ट्रक्शन कारण कास्टेल्ला बिना परमिशन कई त बाई आर्डर रोस्ति हैकन तुम डिस्ट्रॉय करिथ सु",Kashmiri
"सिटी पोलिटिकल आर्गेनाईजेशन छी हैका स्ट्रक्चर्ड ""multepal"" सिस्टम युस जान करैक्टर आव रुलेरशिप मंज़ थ्रू कौंसिल कंपोज्ड मेमबर साथ",Kashmiri
"यम एम् जाइ अस एम् अस प्लान करिथ हाइली रेजीमेन्टेड बे स्ट्रैटिफ़िएड फैशन मंज़, काम ग्रिड कामरान सेथ काम करने वालीं खातर बे अस वरीय असल घर बढ़ीं लुकान खातर",Kashmiri
तफ्तीशहिन्ज़ काम मंज़ छे आम तौर पैठ अख वरी या एम् खोत ज्याद वख्त कुनि बेकिस माशरस मंज़ रोज़न वालेन लुकन त तेन्ह्ज़न तरज़ी ज़िन्दगी मुतलिक हेछुन शामिल।,Kashmiri
युस फ़ायद छी ईमान चीज़ें हुन्द छी एवं बृह दिन प्रैक्टिकल फंक्शन खातर,Kashmiri
"རྒྱུ་ཆ་དང་ མིའི་ལས་ཚན་གྱི་ ཁས་བླངས་གསལ་བསྒྲགས་ནང་ལུ་ ནོ་བུ་རུ་ ཀ་ཝ་ཟོས་གིས་ ལོ་ངོ་བཅུ་ཕྲག་མང་རབས་ཅིག་གི་ཤུལ་ལས་ རྒྱང་འཕྲིན་འཕྲུལ་རིག་གོང་འཕེལ་སོང་བའི་རྗེས་སུ་ མི་ངོམ་རེ་གི་ རྣམ་ཅོ་ལུ་ ""ཀླད་པའི་རྦ་རླབས་བཟུང་ཆས་"" རེ་ལག་ལེན་འཐབ་སྟེ་ མི་གཞན་གྱིས་ རང་གི་སྐོར་ལས་ ག་ཅི་སླབ་ནི་ཨིན་ན་དང་ རང་གིས་ མི་གཞན་ལུ་ ག་ཅི་མནོཝ་ཨིན་ན་ ཤེས་ཚུགས་པའི་ ཁེ་ཕན་ཚུ་ འབྱུང་ནི་ཨིན་མས།",Dzongkha
རྒྱལ་སྲས་ བསྟན་འཛིན་རབ་རྒྱས་ཀྱི་བཞུགས་ཁང་ནང་ལུ་ གུ་རུའི་སྐུ་འདྲ་དེ་ ཚེ་དཔག་མེད་དང་ རྡོ་རྗེ་འཆང་ ཏི་ལོ་པ་དང་ནཱ་རོ་པ་ མར་པ་དང་ སྒམ་པོ་པ་ གླིང་རལ་པ་དང་ སེང་གེ་ཚེེ་ཆེན་དགུ་ རིགས་གསུམ་རྣམ་སྤྲུལ་དང་ རྒྱལ་དབང་རྗེ་ དེ་ལས་ ངག་དབང་ཆོས་རྒྱལ་དང་ ཆོས་སྐྱིད་གྲགས་པ་ བསྟན་པ་རྒྱལ་མཚན་དང་ ངག་གི་དབང་ཕྱུག་ ཀུན་མཁྱེན་ པདྨ་དཀར་པོ་དང་ མི་ཕམ་ཆོས་རྒྱལ་ དེ་ལས་ བསྟན་པའི་ཉི་མ་དང་ ཞབས་དྲུང་ངག་དབང་རྣམ་རྒྱལ་ བླམ་འབྲུག་པ་ཀུན་ལེགས་དང་ ངག་དབང་བསྟན་འཛིན་ རྒྱལ་སྲས་བསྟན་འཛིན་ རབ་རྒྱས་ལ་སོགས་པའི་བྱང་ཆུབ་སེམས་དཔའ་ཚུ་གིས་ མཐའ་བསྐོར་ཏེ་ ཡོདཔ་ཨིན། གཞན་ཡང་ ཚངས་པ་རྒྱ་རེ་ དང་ དྲུང་དམ་ཆོས་ མཁས་ཆེན་ བསོད་ནམས་འོད་ཟེར་དང་ རྡོ་རྗེ་ཕག་མོ་ མཁྱེན་ཆེན་བྱང་ཆུབ་སེམསདཔའ་དང་ དྲག་པོ་མ་ཆེན་ གྲུབ་ཐོབ་ ཤ་ཝ་རི་པ་ དང་ རྡོ་རྗེ་རབ་རྒྱས་ སྦྱིན་པ་རྒྱལ་མཚན་དང་ ཕ་ཇོ་འབྲུག་སྒོམ་ཞིག་པོ་ སྤྱན་རསག་ཟིགས་དང་ སྒྲོལ་དཀར་ སྒྲོལ་སྔོན་ དང་ འབྲུག་པ་ཀུན་ལེགས་ གྲུབ་ཐོབ་ ངག་དབང་བསྟན་འཛིན་དང་ ཚེ་དབང་བསྟན་འཛིན་ ངག་དབང་ཆོས་རྒྱལ་དང་ རྡོ་རྗེ་སེམས་དཔའ་ འཇམ་དཔལ་དམར་གསེར་དང་ ཕྱག་ན་རྡོ་རྗེ་ སློབ་དཔོན་ཀླུ་སྒྲུབ་ དང་ ཇོ་བོ་བྱམས་པ་ སྒྲུབ་ཆེན་ ཤཱཀྱ་ཕེལ་ དེ་ལས་ ཀུན་སྤངས་སྒྱུ་མའི་མགར་མཁྱེན་དང་ རྗེ་རིན་པོ་ཆེ་ ་ ངག་དབང་བསྟན་འཛིན་རབ་རྒྱས་དང་ ནོར་རྒྱུན་མ་ཚུ་ཡོདཔ་ཨིན།,Dzongkha
من أجل معالجة بعض هذه المخاوف، تم تطوير بعض الكائنات المعدلة وراثيًا بخصائص من أجل المساعدة في التحكم في انتشارها.,Moroccan Arabic
حتى تعرف بلي حنا مكتبناش حدية واحد و صيفطناه بيناتنا,Moroccan Arabic
النظام الشمسي كيضم حتى الأجرام الصغيرة. حزام الكويكبات اللي جا ما بين المريخ والمشتري، كيضم فغالبتو أجرام كتكون – بحال الكواكب الأرضية – من الصخر والمعدن. مورا المدار ديال نبتون كنتلاقوا حزام كيپلر ؤالقرص المتفرق، اللي هوما ساكنة ديال الأجرام مورا النپتونية كتكون الغالبية ديالهم من الجليد، ؤموراهم ساكنة مكتاشفة مؤخرا ديال السيدنويدات.,Moroccan Arabic
جيولوجيا، القارات كيتافقو بشكل كبير مع مساحات القشرة الأرضية اللي كاينين فوق الصفائح القارية. واخا هاكا، بعض المساحات من القشرة القارية هوما مناطق مغطيين بالما ؤما كيكونوش عادة فلاليست ديال القارات.,Moroccan Arabic
ذكر تقرير للأمم المتحدة لعام 2009 نشرته الأمانة العامة للمنتدى الدائم المعني بقضايا الشعوب الأصلية: منذ قرون، منذ زمن استعمارهم أو غزوهم أو احتلالهم، وثقت الشعوب الأصلية تاريخ المقاومة أو التفاعل أو التعاون مع الدول، وبذلك يظهرون إيمانهم الراسخ وتصميمهم على البقاء بهوياتهم السيادية المتميزة.,Moroccan Arabic
"سريلانكا: عُينت سري جايواردينيبورا كوتي العاصمة الإدارية وموقع البرلمان، في حين عُينت العاصمة السابقة، كولومبو، في الوقت الحالي باعتبارها ""العاصمة التجارية"".",Moroccan Arabic
"А калі яна ня можа прынесьці ягняці, дык няхай возьме дзьве галубкі альбо два маладыя галубы, аднаго на цэласпаленьне, а другога ў ахвяру за грэх, і ачысьціць яе сьвятар, і яна будзе чыстая.",Belarusian
"І пабудаваў ён дом з дрэва Ліванскага, даўжынёю сто локцяў, шырынёю пяцьдзясят локцяў, а вышынёю трыццаць локцяў, на чатырох радах кедровых слупоў; і кедровыя бярвеньні пакладзены былі на слупах.",Belarusian
"На паўночным захадзе лававае плато Аэда, якое на захадзе спадзіста спускаецца да ракі Уругвай, на ўсходзе абрываецца ўступам Кучылья-дэ-Аэда (вышыня да 473 метраў).",Belarusian
"А часу валадараньня Іуя над Ізраілем, у Самарыі, было дваццаць восем гадоў.",Belarusian
"БАТЭ перайшоў у Лігу Еўропы, дзе ў двухматчавым супрацьстаянні з украінскай «Александрыяй» пасля хатняй нічыі 1:1 здабыў валявую гасцявую перамогу 2:1 і выйшаў у групавы этап.",Belarusian
"«правадыр», «лідар») — дыктатарская пасада (аналаг фюрара ў Германіі, або дучэ ў Італіі) у таталітарнай Незалежнай дзяржаве Харватыя, якая існавала ў перыяд з 1941 па 1945 год.",Belarusian
Пасьля нараджэньня Ярэда Малелэіл жыў васямсот трыццаць гадоў і спарадзіў сыноў і дачок.,Belarusian
"Дарэчы, адначасова спрошчаныя тэсты для дыягностыкі аўтызма былі паказаны свету.",Belarusian
"Mɩŋ nzʊlɩma wena kɩtɔʊ yɔ, apɩzɩɣ atalɩ 1400km2 kɩtɛ walaŋzɩ talɩɣ ɛzɩ 1300km2.",Kabiye
"Ɛmaɣaɣ takayaɣ Kɔrɛntɩ koobiya lɛ, ɛyɔɔdaa se: ""Ma yɔ mankaɣ cɛlʋʋ mbʋ mɛwɛna yɔ nɛ mɛncɛlɩɣ pɩkpɛndɩnɩ men - keem, mi - ciyamnaa yɔɔ.""",Kabiye
Pɩkɛdɩɣnɩ cɔzɔnaa nɛ nezenaa se pa nɛ pɔ - hɔʋ taa ñɩma pacaɣ nɛ pala faawɩyɛ.,Kabiye
"Suwe Yehowa maɣzɩɣ mɩlɩm, paa pɩtɩɩkɛ mbʋ lɛ pɩ - yɔɔ?",Kabiye
"Sɔnɔ yɔ, ɛyʋ naa se kʋdɔmɩŋ pe Eeboolaa waa nɩɣzɩna kʋdɔmɩŋ pe wena payaɣ se ""paramyxovirus waa"" yɔ.",Kabiye
Matʊ ndʊ palaba-tʊ nɛ tʊmɩyɛ ɖoŋ ɖoŋ Ɛsɔ kɩlaʊ tɔm takayaɣsɩ taa.,Kabiye
"[Kʋyɩ, yele nɛ pamɩyɩsɩ - ŋ lɩm.] ""- TƲMA 22: 16.",Kabiye
"Lɩmaɣzɛ sɔsɔna ana, a-taa lɛɛɖɛ kɔyɔ se, pʋwɛɛ se Eerɔpʋ tɛtʋ taa ajɛya ɩwɛɛna kedizaɣ sɔsaɣ nakɛyɛ pɩnaɣ taa.",Kabiye
"Pɩwɩlɩɣ se ye cɔjɔ sɔsɔ ɛtɩsɩ yɔ, peeɖe ɛkaɣ caɣʋ e - wezuu caɣʋ kɩyakɩŋ kpeekpe.",Kabiye
Ɛlɛ suwe ɖɩmaɣzɩɣ fenaɣ fenaɣ takayɩsɩ nzɩ palɩzɩɣ se pɩwazɩ ɖo - kooka taa mba yɔ sɩ - yɔɔ?,Kabiye
សុបិន របស ់ ស ្ ដេច នេ ប ៊ ូ ក ្ នេ សា,Khmer
៤: ១ - ១៧ - តើ អេសេគាល ពិត ជា ធ ្ វើ អ ្ វី ៗ ទាំង នេះ ដើម ្ បី សម ្ ដែង ពី គ ្ រា ដែល ពល ទ ័ ព ឡោមព ័ ទ ្ ធ ទី ក ្ រុង យេ រូ សា ឡិម ទេ?,Khmer
ហេតុ អ ្ វី បាន ជា ទ ្ រង ់ ពូកែ បង ្ រៀន ម ៉ ្ លេះ?,Khmer
(ខ) តើ តាម របៀប ណា យើង អាច យក ឈ ្ នះ ការ តយុទ ្ ធ ប ្ រឆាំង នឹង ភាព ទន ់ ខ ្ សោយ របស ់ យើង?,Khmer
បើ រៀង រាល ់ ថ ្ ងៃ យើង ចាំ អំពី សម ្ បថ ប ្ រគល ់ ខ ្ លួន យើង ជូន ព ្ រះ យេ ហូវ ៉ ា នោះ យើង នឹង តាំង ចិត ្ ដ យ ៉ ាង ម ៉ ឺង ម ៉ ាត ់ ដើម ្ បី ជៀស ចេញ ពី អ ្ វី ដែល គ ្ មាន ប ្ រយោជន ៍ ។ - សុភ.,Khmer
ទាំងអស់ ។ ពាក្យបូរាណ មួយឃ្លាបានពោលថា បើឲ្យទានឲ្យអោយស្មោះ កុំអាឡោះ អាល័យស្ងួន ទ្រព្យនេះនឹងនាំខ្លួន ទៅបរលោក ពុំសោះសូន្យ។ អ្នកដែលឲ្យទាន ស្មោះ,Khmer
• តើ អ ្ នក ដែល នឹង រស ់ ជា រៀង រហូត នៅ លើ ផែនដី នឹង ត ្ រូវ វិនិច ្ ឆ ័ យ យោង ទៅ តាម អ ្ វី?,Khmer
"១៦: ៧) លោក ជ ្ រាប ពី អារម ្ មណ ៍ ដែល យើង មាន ចំពោះ កិច ្ ច ប ្ រជុំ កិច ្ ច ផ ្ សព ្ វ ផ ្ សាយ និង បង ប ្ អូន រួម ជំនឿ របស ់ យើង ។ ព ្ រះ យេ ហូវ ៉ ា ដឹង ពី អ ្ វី ដែល យើង គិត អំពី ""បង ប ្ អូន"" របស ់ គ ្ រិស ្ ដ ។ (ម ៉ ា ថ.",Khmer
Alasan pakon SCNT jipakek untuk kloning adalah karena sel somatik jitume ngen mudah dan jipeu udep bak laboratorium.,Acehnese
"Ban dum dabeuh nyan akan geutöt, geupasoe lam pruet ureueng nyan bak uroe kiamat.",Acehnese
"Bak masa jameun, astronomi mencakup macam disiplin ilmu lage astrometri, navigasi angkasa ,astronomi observasional ,ngen geupeuget kalender",Acehnese
"Nyang geumeukeusud deungön Sunni nakeuh ureuëng-ureuëng Iseulam nyang geumumat bak rot Ahlussunah Wal-jama'ah, ureuëng nyang seutot nabi Muhammad saw. ngön Sahabat göpnyan.",Acehnese
"Yeng phon dibuktikan le Bernard Dwork; bukti yeng sama seukali meubeda dari dua yeng phon, meulalui khomologi –adik, dijok le Alexander Grothendieck.",Acehnese
"Meuseujih, panthera leo (singa), ngen panthera onca (jaguar) nyan keuh dua spesies lam genus panthera",Acehnese
"Edirne (Edirne, Αδριαηοπούλι, Одрин) nakeuh saboh Banda rayek nyang na Trakya di Turuki.",Acehnese
"Awak Quraisy nyan watèe nyan ka hasé jikeuneuk poh Rasulullah SAW, sampoë droëneuhnyan keunong seunjata Quraisy bak muka neuh.",Acehnese
Garuda Indonesia watenyan geu peu bak lajur khusus deungon peusawat DC-3 yang geuboh nan Seulawah atawa Gunong Meuh.,Acehnese
"Kɛ thëm kamä wicmuɔ̱ni̱ ɛ la 1 astronomical unit (AU) kiɛ kam wi̱cmuɔ̱ɔ̱n kɛl kɛnɛ wi̱cmuɔ̱ɔ̱n in dɔ̱ŋ rɛy ɣɔaa, thiëëk Wecmuɔ̱ɔ̱n kɛ Cäŋ, /thiɛlɛ pi̱w ti̱ ci̱ be̱n Wi̱cmuɔ̱ɔ̱n kɛ ɣöö lëth ca̱ŋ cɛ di̱t ɛlɔ̱ŋ kɛ kui̱i̱ kä ɣöö dee tilij rɔ ku lɛ mat kä duäŋ in bä rɛy päämni̱ derɛ pek mi̱ bäär naŋ kɛ ɣöö derɛ ku lɛ tä kɛ tul pi̱i̱ni̱.",Nuer
"Ɛn The Young Lions bɔ̱ ɛ jɛn kärɔa mëë cuu Brando jɔɔc thi̱n rɛy pilimä kɛnɛ määthdɛ, kɛ gua̱ntɛ̈ɛ̈rɛ mi̱ cɔali̱ Montgomery Clift (duŋdɛ ɣöö /thiɛlɛ thi̱i̱n-ni̱ ti̱ ci̱ kɛn kɛ mat kɛɛl).",Nuer
"Rɛy Ti̱o̱pthɛrpɛ̈t 2016, cu thanti̱thni̱ jɛ lat raar, kɛ pek runi̱ ti̱ milli̱öni̱ 800 ti̱ wä, i̱ cuɛ tekɛ mi̱ tɔt mi̱ ci rɔ gɛr kä jenetik rɛy moleki̱ölä kärɔa kä cua cɔɔli̱ GK-PID mëë cu jakni̱ ɣɔrgani̱dhi̱ömni̱ bi̱ jiɛn kä thëll ɣɔrgani̱dhi̱mä kɛl kärɔa kɛ wä kä kɛl mi̱ ŋuan thëlli̱ kɛ.",Nuer
"Jɛn cɛɛ eukaryöteth da̱a̱k ni̱ kä bäkɛl ti̱ päär ""thupärgurupni̱""",Nuer
"Kɛɛl kɛ pi-limni̱ laatni̱ tin caa gɔ̱a̱r piny, cu Ɣo̱li-wuud pi-limni̱ yio̱o̱ni̱ ti̱ ŋuan ɛlɔ̱ŋ kɛ kui̱ nɛɛni̱ diaal tin caa ti̱ di̱t la̱t wi̱i̱ muɔ̱ɔ̱n ka̱m raar.",Nuer
"Ɛn cäät kä ti̱ti̱ guɛl ti̱ kä te nɔm kɛ ta̱a̱dɛ cua ŋun ɛ Allan Wallake mëë ciɛ ŋic i̱ jɛn kɛ ""ti̱ ca ŋa̱c ɛ jɔc rɛy lätni̱kiɛn min dɔ̱ŋ ɛ mi̱ /ci̱ rɔ bi̱ lot kä pua̱ny kɛl- cäätkɛ,mi ca guic kä ta̱a̱ in cuc pua̱ny-niɛ, kä niɛ gua̱a̱ mɔ cuɛ lät kɛ ɣöö bi̱ pua̱ny buɔ̱m-kɛ ta̱a̱ ŋitha̱ mi̱ gɔaa; mi̱ ca gɛr, ram kɛl dɔ̱ŋ bɛ diɛɛr ɛ bɛ pua̱ndɛ rɔ cu lot"".",Nuer
Guir-in ji̱o̱liɛn ɛ löjik ɛ mi̱ cie ce̱tkɛ kɛ thok in ŋa̱ckɛ.,Nuer
"Ɛ cäŋ ni̱ mëë cu gɔaa ni̱ ta̱th pa̱a̱m ɛlɔ̱ŋ röli̱ ŋuan,kɛ ruɔ̱ɔ̱n kuri̱ da̱ŋ 11 tëë ci̱ we cua jɛn ta̱th in nhiam rööl Ith-pɛ̈ɛ̈ny kɛɛliw ɛ we nhiam kɛnɛ kur-cini, cu ta̱th jiɛn ŋot kɛ mi̱ tëë thi̱n ɛ ta̱th kɛ tiec kɛnɛ luëk kɛ jiɛn kä Nɔth-Wɛth Yurɔp.",Nuer
Kä miɣrab ɛ jɛn gua̱th in la bööth kɛ naath thi̱n ɛ I̱mam bo̱o̱th ɛ pali̱ dhi̱e̱e̱c kɛ cäŋ ni̱ ciaaŋ.,Nuer
"Ingong mga Kristohanon, kita interesado sa pagpauswag sa atong espirituwal nga katahom, usa ka katahom nga, kon kanunayng ugmaron, molambo ug magpadayon.",Cebuano
Ang pag - antos sa mga Hudiyo nga natanggong na usab sa siyudad halos dili gayod katuohan.,Cebuano
Ang Diyos nagtabang kanato aron masabtan ang katuyoan sa kinabuhi.,Cebuano
"Sa pagkatinuod, ang kadaghanan niadtong mapaubsanong nagpasakop sa Diyos lagmit mga tawong kabos ug gilantaw nga ubos, sama sa adlaw ni Jesus.",Cebuano
"Nagpasiugda sa lain pang hulga sa nameligrong mga espisye, nagtaho ang mantalaan nga ang pagpamaligyag nameligrong mga espisye mao ang usa sa kinadak - ang ilegal nga mga kalihokan sa negosyo sa atong planeta, sunod sa pagpayuhot ug mga droga ug armas.",Cebuano
"Sa samang paagi, ang mga Kristohanon nga dili dinihogan sa balaang espiritu makabenepisyo gayod sa pagtuon sa Kristohanon Gregong Kasulatan pinaagi sa pagpadapat sa mga tambag niini. - Basaha ang 2 Timoteo 3: 15 - 17.",Cebuano
"Miabot ang tanan nga mga kadagkoan sa Israel, ug gikuha sa mga Levita ang sudlanan sa kasabotan.",Cebuano
"Tungod kay siya ambongan, alang sa dalaga siya samag ""usa ka gasela.""",Cebuano
Gimugna sa maong departamento ang usa ka paagi sa paghubad nga nagkombinar sa pagtuon sa mga pulong sa Bibliya uban sa teknolohiya sa kompiyuter.,Cebuano
भारत देशक निवाससभकS भारतीय कहल जायेत अछि। भारतक हिन्दुस्तान नाम सेहो जानल जाएत अछि आर भारतीयक हिन्दुस्तानी कहल जाएत अछि।,Maithili
एकर बाद चाहतकें सोनी टेलिभिजनक'काजल' धारावाहिकमे देखल गेल। सन् २००९ मे ओ'एक मैं एक तुम' नामक धारावाहिक आ ओकर बाद एमटिभी स्टन्टमेनियामे स्क्वाड नेतृक रूपमे नजर आएल।,Maithili
चेङ्गलङ जिला भारतक अरुणाचल प्रदेश राज्यक एकटा जिला छी । ई जिलाक मुख्यालय चेङ्गलङ सहर छी । एकर कूल क्षेत्रफल ४६६२ वर्ग कि.मी. छी ।,Maithili
"गियर्सनक वर्गीकरणक दृष्टिसँ ई बाहरी उपशाखाक पूर्वी समुदायकें भाषा छी, मुदा सुनीतिकुमार चटर्जीक वर्गीकरणमे प्राच्य समुदायमे एकर स्थान अछि । उड़िया भाषा तथा बङ्गला भाषा जका असामीकें सेहो उत्पत्ति प्राकृत तथा अपभ्रंशसँ भेल पुष्टि कएल गेल अछि ।",Maithili
"गोदरेज ग्रुपक भितर निसाक पछुलका काजसभमे गोदरेज एग्रोवेटक बदलाव सम्मलित अछि । ओ गोदरेज इंडस्ट्रीज आ एकर सहयोगी कम्पनिसभक लेल बहुतरासँ परियोजनासभ, नवाचार, रणनीति आ मानव संसाधनक निगरानी केनए अछि ।",Maithili
"एहीसँ पूर्व महादेवी वर्मा के ‘नीरजा’ के लेल १९३४ मे ‘सक्सेरिया पुरस्कार’, १९४२ मे ‘स्मृति की रेखाएँ’ के लेल ‘द्विवेदी पदक’ प्राप्त भेल। ‘यामा’ नामक काव्य सङ्कलन के लेल हुनका भारतक सर्वोच्च साहित्यिक सम्मान ‘ज्ञानपीठ पुरस्कार’ प्राप्त भेल।",Maithili
"सुश्री मि थि लेश कुमारी सुपुत्री श्री रामदेव प्रसाद मण् डल ‘झारूदार’ पता- गाम- रसुआर, पोस् ट-– मुंगराहा, भाया- ि नर्मली, ि जला- सुपौल (बि हार)",Maithili
एअर इन्डिया भारतक ध्वज-वाहक विमान सेवा छी । ई भारत सरकारद्वारा चलाएल दुई विमानसेवासभमे सँ एक छी (दोसर अछि इन्डियन एअरलाइन्स जकर एयर इन्डियामे विलय भऽ गेल अछि),Maithili
अस्मिन् लेखे समाजेन सम्मुखीक्रियमाणायाः पारिवारिकसमस्यायाः परिहरणे संस्कृतं कथं सहायकं स्यात् इत्येतस्मिन् विषये चिन्तनं कृतमस्ति ।,Sanskrit
'हे सञ्जय! मत्पुत्राः पाण्डुपुत्राश्च युद्धं कर्तुम् उत्सुकाः सन्तः धर्मक्षेत्रे कुरुक्षेत्रे सम्मिल्य किम् अकुर्वन् ?’ इति धृतराष्ट्रः सञ्जयम् अपृच्छत् ।,Sanskrit
An be basigi Bibulu kan k'an ka Bibulu kalandenw kalan walisa u k'a lɔn fɛɛn min ka ɲi.,Dyula
"Bangebagaw, aw be se ka koo caaman kɛ k'aw deenw dɛmɛ u k'u ka limaniya barika bonya, sanko n'u ye ɲiningali dɔw kɛ.",Dyula
"Saan 1989, ne ni n 'muso ani an deen mɔgɔ seegi",Dyula
"U b'a lɔn ko n'u b'u jigi la Ala kan ani ka koow kɛ ka kɛɲɛ ni Bibulu ka sariyakolow ye, u bena latangali sɔbɛ sɔrɔ fɔɔ abada! - Zab.",Dyula
Matiyo sinsinna Yusufu ka koow lo kan: Yusufu ye min kɛ tuma min na a bɔra a kala ma ko Mariyamu kɔnɔman lo ani mɛlɛkɛ dɔ ye min fɔ a ye siko la walisa a ka boli ka taga Ezipiti.,Dyula
"Mɔgɔ dɔw yɛrɛ be desizɔn ta, o kɔ u be Jehova deli a k'u duga.",Dyula
"O kama, kuun tun t'a la a ka nimisa jurumu dɔ kosɔn (1 Piyɛri 2: 22).",Dyula
"O kama, mɔgɔ caaman tun be to k'olu lo filɛ.",Dyula
Hans ye saan 17 ni kalo wɔɔrɔ kɛ kaso la.,Dyula
"b) I be se ka mun lo kɛ walisa n'i kɛra baliku ye, i kana nimisa?",Dyula
Paytam Jehová Diosqa akllarqa Israel nacionpa umalliqnin kaspa mana imapa kasqan chunniqpi purisqankumanta tukuy imapa kasqan allpaman pusananpaq.,Ayacucho Quechua
Judea lawpi warmikunaqa wallpa waqaytam imapas rurayninkuta qallariqku (Proverbios 31: 15).,Ayacucho Quechua
Egip to na cion man tam tukuy ima ku na pa pas kas qan hatun sumaq allpa man pay ku na ta pu sa saq.,Ayacucho Quechua
Manaraq inti qespimuchkaptinmimirrapa kasqan orqoman risaq.Manaraq llantuy pasaruchkaptinmi.inciensopa kasqan moqoman risaq.,Ayacucho Quechua
"Jo suey mi Israel pa lla pa llan cas tan ku na pi wan ri ku rur qa ku pa ka kuq ku na pa llaq ta due ño cha ku rus qan ta, ri ku rur qa ku taq mi llaq ta man ta wi cha riq qos niy ta pas chay mi ku ti riy ka mus pan ku wa ñu ra chir qa ku Hai llaq ta yoq ru na ku na ta.",Ayacucho Quechua
"Chay mi payta nir qa ni:—Ñoqa hina qa ri qa manam llup tin man chu, ñoqa hina qa ri qa manam san tua rio man yay kun man chu vi dan ta sal va nan paq qa, manam yay ku saq chu —nispa.",Ayacucho Quechua
"De Kromme Rijn, welke naom pas sinds de zestienden iew bekind is, bleef in gebruuk bij klein regionaol verveur.",Limburgish
Allein de Middelhoeëgduutsje vertaling van de Eneïde haat de historie euverlaef.,Limburgish
Maar besjaoving verspreit zich auch omdat ze op technisch en sociaal gebeed en op ‘t gebeed vaan grondstoffen domineert.,Limburgish
De nominaote weure neet bekind gemaak; ouch weurt ze zelf neet gezag tot ze in aonmerking koume veur de pries.,Limburgish
"In de volgende iewe woorte väöl mie veranderinge doorgeveurd, meh euver wienie welke verandering op geng kaom zien de bronne sjaars. 't Vulgair Latien woort naomelek neet opgesjreve umtot me op sjaol Klassiek Latien lierde sjrieve.",Limburgish
"Weitensjappelik werk, zo wie de gezaghöbbende filmografie gepubliceerd door Filmarchiv Austria in 2010, vermelde ‘n dergelike film neet.",Limburgish
Va 650 bis 570 v. Chr. waor Cyprus oonaafhankelek en belaefde'ne groeëte culturele bleuj.,Limburgish
"Dalam bidang infrstruktur, Mantari PU Djoko Kirmanto panah mangatoan infrastuktur di Sumatera Barat tabaiak dibandiangan provinsi lain di Indonesia.",Minangkabau
"Dek kajadian itu, Si Malinggai mandapek kerei atau pangatahuan jo kakuatuan manyambuhan panyakik.",Minangkabau
Mereka mempunyai pemikiran dan perasaan hati dan hendaklah bertindak antara satu sama lain dengan semangat persaudaraan.,Minangkabau
"Hal ko mamisahkan bahaso Besemah dari ragam tulisan historis, bak cando bahaso Malayu Kuno jo bahaso Malayu Klasik, sarato ragam Malayu kreol umpamo bahaso Melayu Ambon jo bahaso Melayu Sri Lanka.",Minangkabau
"Rumah gadang ragam ko bantuaknyo cando gajah nan maharam, yaitu gadang, leba, jo tampak kokoh.",Minangkabau
"Pogoanele adolah sabuah kota nan ado di county Buzău, Rumania.",Minangkabau
"Kajai adolah namo nagari di Pasaman Barat, Sumatra Barat, tampek barasa rang gaeknyo.",Minangkabau
Rombongan nan manaruko ko disabuik jo Pabatinan Limo (Perbatinan Lima) jo Pabatinan Salapan (Perbatinan Delapan).pp=72-73,Minangkabau
Un autre fòrt en datant de Napoleon III se tròba a lo-dessus d'aquel darrièr.,Occitan
jos l' Oise per remontar a Compenha abans de s'enfonsar jol bòsc.,Occitan
"Foguèt suggerit que qualques luòcs poirian aver tengut o contunhan aver de formas de vida, coma la Mart, satellits naturals de Jupitèr o Saturne (per exemple, Euròpa, Encelad o Titan, e mai recentament Gliese 581c, l'unica planeta extrasolara coneguda que se tròba dins la zòna abitable de la seuna estela, e que se prediguèt qu'a aiga liquida).",Occitan
"Que's tròba au vesinatge de Cueves, dens la parròquia de Xuncu e lo conselh asturian de Ribeseya.",Occitan
"De fach, al temps de la dinastia de l'Ostal de Barcelona, ja i aguèt una manca d'ententa entre los reis de la branca de Malhòrca e sos parents, amb las conquistas de Malhòrca per Pèire II e Pèire III lo Ceremoniós.",Occitan
